PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
76.25,127.25,1.75,36.67,20.95,17.35,0.1,8.88,59.78,0.1,2.9,0,162
83.25,130.25,1.85,36.7,21,19.95,0.1,8.5,50.47,0.2,3.57,0.03,164
83.75,137,2.48,45.75,26.35,23.3,0.05,8.33,38.2,0.2,4.85,0.1,163
86,149.5,4.5,65.5,38.5,24.53,0.05,8.45,27.95,0.2,6.27,0.1,161
94.5,182.75,1.72,58.15,32.3,20.35,0.03,7,27.9,0.2,7.02,0.1,161
94.25,168.5,3.93,64.52,37.5,19.9,0,5.95,23.52,0.2,7.33,0.1,162
94.75,163.75,14.22,101.35,65.53,19.43,0,6.6,8.33,0.2,7.48,0.13,162
85,162.25,4.93,73.67,43.2,21.1,0,6.3,7.38,0.2,7.45,0.1,162
86.5,156.25,2.23,62.3,34.92,19.85,0.03,5.65,14.72,0.2,7.6,0.1,161
92.75,148.75,8.85,64.3,41.38,19.6,0,6.38,7.85,0.23,8.7,0.18,160
96.25,164.25,21.5,78.8,59.4,18.67,0.05,6.12,4.9,0.23,8.52,0.2,162
96.5,179.5,28.18,104.4,78.4,20.35,0.03,6.75,7.35,0.3,8.1,0.2,163
109,178,7.2,48.25,31.55,25.67,0,8.57,28.9,0.3,8.12,0.23,166
94.25,146.5,3.42,41.78,25,23.12,0.05,11.27,53.9,0.3,7.45,0.2,167
82,129.75,1.95,31.12,18.15,22.43,0.03,8.25,75.45,0.28,6.52,0.23,167
66.75,115.5,0.58,14.17,8.03,20.6,0.05,6.15,88.2,0.2,5.95,0.1,168
58.25,104.75,1.12,14.3,8.5,19.97,0.1,8.12,93.1,0.1,5.67,0.03,168
62,112.25,1.38,18.12,10.75,23.78,0.1,7.15,97.02,0.1,5.07,0,168
62.75,112,1.38,20.43,11.97,22.7,0.1,7,100.43,0.1,4.75,0,169
65,118,1.35,22.15,12.88,23.18,0.1,10.25,108.27,0.1,5.8,0,170
68.5,121.5,1.38,23.3,13.52,23.25,0.1,8.03,105.33,0.1,6.65,0,170
71.5,130.25,1.08,20.22,11.6,22.2,0.1,7.25,96.5,0.1,6.05,0,171
66.75,129.25,2,28.07,16.55,20.25,0.1,8.6,70.55,0.1,4.65,0,170
64,130.75,1.53,19.63,11.67,18.75,0.1,7.22,53.43,0.1,4.05,0,170
57.75,96.5,1.75,23.1,13.72,18,0.1,5.52,48.02,0.1,3.7,0,167
57.5,96,1.47,24,13.95,19.35,0.1,5.08,40.65,0.1,4.4,0,163
59,99,4.43,57.4,34.1,19.65,0.1,5.73,26.95,0.1,5.55,0,160
69,124,4.28,76.38,44.08,18.75,0.1,7.07,15.7,0.1,6.6,0,158
68,130.75,32.85,125.72,93.55,20.85,0,6.68,4.9,0.1,7.15,0.05,154
76,158.5,5.97,76.83,45.72,20.85,0,4.37,9.8,0.13,7.35,0.1,151
72,124.25,10.63,65.63,43.58,18.85,0,3.48,5.4,0.1,7.52,0.1,148
69.5,115,17.97,78.7,56.47,21.27,0,3.62,3.93,0.15,7.7,0.1,146
70,116.5,7.32,58.13,36.88,22.85,0,2.38,8.33,0.18,7.67,0.1,144
67.5,132.5,4.17,55.07,32.65,19.85,0,3.3,10.3,0.2,7.62,0.1,140
71,139.25,8,45.35,30.63,19.15,0,3.82,11.8,0.2,7.83,0.1,137
79,138,10.65,50.6,35.6,22.55,0.03,4.5,12.25,0.28,7.95,0.2,134
84.5,140.5,4.57,33.53,21.55,24.05,0.05,4.62,23.03,0.3,7.88,0.2,131
81.25,135.5,2.65,27.45,16.78,22.8,0.03,5.35,41.15,0.3,7.15,0.2,129
73.5,123.5,1.85,21.28,12.83,26.03,0.05,7.22,67.12,0.2,6.7,0.1,128
68,127,2.48,37.55,22,22.35,0.05,94.98,67.12,0.18,7.02,0.1,128
74,149,54.87,113.12,104.8,25.1,0.05,160.77,77.4,0.1,7.12,0.1,130
72,138.25,2.7,50.55,29.05,31.77,0.1,150.25,85.25,0.1,6.23,0.1,132
64,123.75,2.2,33.85,19.78,29.57,0.1,76.5,94.1,0.1,6.58,0.08,132
58,123,2.08,28.43,16.78,25.4,0.1,42.02,97.02,0.1,6.45,0,131
63.25,127.5,1.1,28.22,15.9,20.38,0.1,27.9,94.57,0.1,6.77,0,130
75.75,144.75,2.92,89.02,49.72,15.8,0.05,53.43,65.17,0.1,7.38,0.05,131
91.75,200,1.3,60.25,33.1,18,0.1,27.28,63.67,0.18,7.48,0.25,134
93.5,224.5,1.92,67.3,37.35,20.22,0.1,18.6,50.48,0.18,7.32,0.18,138
111.5,234.25,8.05,98.4,58.93,21.38,0.23,18.65,27.45,0.3,8.15,0.45,146
114.5,276.75,8.6,71.55,45.05,38.38,0.1,11.62,18.13,0.3,8.63,0.4,154
103.5,290.5,2.47,45.2,26.08,36.58,0,5.93,24.5,0.3,9.1,0.15,160
84,172,3.95,64.5,37.5,28.07,0.05,5.3,19.62,0.23,10.05,0.1,162
83.5,157.5,1.65,40.2,22.7,25.85,0.15,6.95,23.5,0.23,10.33,0.1,164
74.25,139.75,0.65,39.33,21.42,17.55,0.03,8.73,18.12,0.2,9.47,0.18,164
75.75,141.5,3.22,59.85,34.42,17.2,0,8,5.88,0.2,9.05,0.2,164
77,140.5,5.87,60.12,36.77,19.27,0,7.83,3.93,0.2,8.68,0.2,165
78,151.25,12.45,71.38,48.15,21.15,0.08,7.88,4.4,0.2,8.67,0.2,167
84.75,180.75,17.83,75.73,54.77,22.65,0.03,9.5,4.9,0.23,8.75,0.2,169
89,177.5,21.1,81.3,60.42,43.6,0.08,6.33,4.4,0.3,8.8,0.25,171
98.75,180.75,4.75,42.27,26.38,56.43,0.03,3.6,21.55,0.35,8.93,0.28,174
107,180.75,3.25,40.15,24.03,50.98,0,3.25,34.3,0.33,7.12,0.1,177
101.25,167,1.82,35.55,20.4,23.3,0.43,8.12,50.95,0.3,8.3,0.13,180
107,166.25,1.87,32.22,18.67,18.68,0,10.72,67.6,0.3,8.2,0.2,185
90.5,140,2.05,19.43,11.97,17.57,0,,77.43,0.25,6.67,0.13,188
76.75,122.25,55.67,89.08,92.78,15.75,0.05,7.8,83.8,0.2,5.9,0.1,188
70.25,121,1.25,18.4,10.77,23.3,0.1,7.95,82.33,0.1,4.55,0,188
54.75,111.25,0.83,14.22,8.25,26.67,0.1,9.13,87.7,0.1,3.93,0,187
56.5,99.5,1.05,23.83,13.5,46.35,0.05,9.25,95.57,0.1,4.02,0,186
56.25,103.25,0.5,31.75,17.25,33.05,0.13,24.03,99,0.1,5.72,0,186
67.25,120.75,0.7,26.55,14.68,21.82,0.1,15.7,85.75,0.1,8.15,0,184
72,142,0.83,31.1,17.22,17.88,0.08,8.28,61.72,0.1,7.05,0,182
74.75,155.5,1,34.15,18.95,17,0.1,7.33,44.07,0.1,5.6,0,179
74.75,132,1.95,41.1,23.45,17.75,0.1,7.58,36.73,0.1,4.35,0.05,174
75,125.25,2,32.9,19.13,20.18,0.1,8.33,42.15,0.1,4.48,0,168
68,112.75,2.4,41.48,24.05,22.05,0.1,7.9,35.75,0.1,4.7,0.03,163
70,115.5,11.83,68.5,47.25,53.3,0.08,5.82,17.15,0.18,6.05,0.05,162
87.25,136.5,5.58,64.07,38.7,59.15,0.03,3.73,19.6,0.2,7.85,0.03,162
90.5,139.25,2.45,58.77,33.25,32.68,0.4,4.45,19.58,0.2,9.97,0.1,164
79.75,133.5,2.22,50.92,28.87,15.48,0.1,8.5,22.05,0.18,11.33,0.1,165
83,133.5,3.77,56.45,33.07,16.4,0.1,8.35,11.75,0.18,9.35,0.1,166
93.25,137.25,1.65,52.33,29.18,16.05,0.08,8.2,9.8,0.2,8.38,0.1,168
84,136.25,5.9,60.15,36.77,17.23,0,8.8,6.38,0.2,8,0.13,168
79,150.25,12.88,65.75,45.45,27.8,0,7.38,6.88,0.2,8,0.13,166
101.5,175,14.3,61.73,44.45,52.8,0.05,4.05,7.35,0.3,8.17,0.18,167
103.25,152.25,4,39.28,24.15,55.65,0.1,3.07,28.92,0.38,8.92,0.1,166
91.5,133,1.47,32.5,18.45,34.5,0.25,3.5,51.43,0.3,8.27,0.1,165
81,117.75,1.12,21.55,12.38,17,0.1,14.55,67.62,0.2,7.82,0.1,161
82.5,121.25,1.95,21.35,12.92,18.07,0,,80.85,0.2,7.1,0.1,160
82.25,131.25,55.45,90.25,93.18,15.4,0.08,8.58,82.8,0.18,6.55,0.1,161
65.75,117.75,0.9,17.93,10.3,20.55,0.1,8,83.3,0.1,5.2,0.05,160
59,100.5,2.57,28.2,17.08,33.1,0.1,9.02,85.72,0.1,4.58,0,161
59.25,99.5,1.6,28.23,16.35,23.2,0.08,13.72,90.15,0.1,3.68,0,161
60,110,1.5,28.08,16.17,19.45,0.1,12.77,88.17,0.1,3.72,0,162
64.5,120,1.75,23.43,13.88,16.02,0.1,8.8,82.82,0.1,4.27,0,161
59.75,130.5,1.33,27.12,15.5,16.85,0.1,7.05,55.88,0.1,4.65,0,160
61,137.75,1.62,21.65,12.82,16.87,0.08,6.9,47.52,0.1,3.58,0,158
68.25,122.75,1.72,27.6,16.07,18.72,0.05,6.67,38.2,0.1,3.45,0.08,157
75,139.75,4.42,50.93,30.68,16.6,0.08,6.6,20.08,0.1,4.43,0.1,157
85.5,156.25,4.38,55.4,33.03,18.33,0.03,6.7,14.2,0.2,5.27,0.1,159
88.5,153.75,4.22,56.82,33.67,19.12,0,6.8,19.12,0.2,5.93,0.1,162
83.25,147.5,0.95,23.62,13.38,22.37,0.03,5.62,33.3,0.2,6.17,0.1,161
83.25,132.75,0.88,33.45,18.5,22.2,0.08,5.07,25.48,0.2,4.77,0.08,160
90.5,139.75,2.45,49.6,28.38,22.75,0.03,5.85,11.27,0.2,4.05,0.1,162
90.5,147.25,1.83,47.53,26.8,21.6,0.03,5.3,6.85,0.2,5.2,0.1,163
85.75,156.5,12.2,70.43,47.37,21.15,0.03,5.6,3.9,0.2,5.8,0.1,162
85.5,168.75,29.4,103.82,79.12,20.12,0,6.33,3.9,0.2,6.25,0.1,162
88.25,173.5,22.27,78.35,59.78,24.62,0,6.23,7.83,0.2,6.62,0.13,163
92.5,140.5,4.95,32.5,21.32,24.62,0,5.67,19.1,0.25,6.98,0.2,162
93,127.5,2.6,24.43,15.15,25.05,0,6.77,29.4,0.3,6.4,0.2,161
88,127,2.35,17.8,11.38,24.27,0.05,7.58,45.58,0.25,4.5,0.13,160
79.75,122,1.08,15.82,9.28,23.92,0.1,8.15,64.67,0.2,3.17,0.08,160
73,123,0.98,15,8.77,22.05,0.1,9.55,73.02,0.15,2.9,0.08,159
71.5,115.75,1.13,12.43,7.5,25.25,0.1,9.55,81.85,0.1,3.07,0,157
66.5,113.5,0.75,14.8,8.5,24.25,0.1,9.5,83.78,0.1,3.15,0,157
64.25,116,0.95,12.6,7.47,24.38,0.1,9.8,88.2,0.1,3.55,0,158
63,111,1.28,16.65,9.85,23.18,0.1,9.4,87.7,0.1,3.6,0,158
64.5,115,0.92,12.22,7.25,23.15,0.1,8.55,86.72,0.1,3.73,0,159
60.5,119,1.03,13.2,7.88,20.07,0.1,9.35,78.4,0.1,3.17,0,159
61.5,125,0.8,21.65,11.95,19.17,0.1,8.75,63.7,0.1,2.98,0,159
63.5,126,0.67,22.38,12.5,19.1,0.1,7.8,58.3,0.1,3.43,0,159
66.5,117,0.8,22.72,12.73,18.88,0.1,7.58,52.45,0.1,3.07,0,159
65.25,116.5,1.1,28.47,16.08,19.22,0.1,7.35,44.57,0.1,3.57,0,158
66.75,130.25,1.82,54.5,30.45,18.8,0.1,7.63,27.95,0.1,4.27,0,155
68.25,142,1.08,31.57,17.7,19.9,0.1,6.45,42.62,0.1,5.18,0,152
66.5,125,1.47,40.38,22.65,18.38,0.08,5.2,42.12,0.1,5.67,0,150
68.75,144.5,0.7,38.57,21.08,19.55,0.1,3.3,24.98,0.1,6.15,0,148
73.5,170.25,2.53,66.35,37.38,18.48,0.03,2.75,11.28,0.1,6.4,0.08,145
81,180,5.1,59.07,35.57,20.97,0.08,3.28,14.2,0.15,6.62,0.1,144
79,135,1.6,47.18,26.38,20.25,0.03,2.35,26.95,0.15,6.7,0.1,143
78,125.75,1.17,32.35,18.12,22.45,0,1.7,24.5,0.2,6.88,0.1,142
90.5,142.5,2.68,31.92,19.15,23.48,0,4.5,24.5,0.3,6.5,0.1,142
84.5,133,3.62,31.82,19.88,22.78,0.03,5.77,29.9,0.3,5.32,0.1,141
87.25,134.75,2.7,26.53,16.37,22.07,0,7.4,42.65,0.25,4.12,0.1,141
79,128,1.88,18.78,11.5,21.32,0.08,8.92,63.22,0.2,3.5,0.1,139
73.25,124.75,1.72,26.58,15.55,20.28,0.1,8.97,74.48,0.2,3.02,0.08,138
79.5,137.25,2.55,21.13,13.27,20.2,0.05,119.1,81.35,0.2,3.1,0.1,139
70.25,124.5,56.42,94.78,96.35,19.92,0.08,13.17,91.6,0.1,2.35,0.05,139
71.75,126,1.67,18.35,11.15,27.45,0.1,12.1,94.57,0.1,2.5,0,140
64.75,116.25,1.4,19.17,11.35,21.12,0.1,10.7,94.07,0.1,2.17,0,140
63.75,113.75,1.45,20.4,12.08,19.22,0.1,9.65,92.12,0.1,1.92,0,140
63.75,114.25,0.95,18.08,10.42,18.4,0.1,10.17,88.2,0.1,2.12,0,140
64,117.5,1.82,21.23,12.78,18.55,0.1,10.83,78.9,0.1,2,0,140
60.75,123.5,3.2,44.87,26.5,17.95,0.1,9.93,51.98,0.1,2.7,0,140
69,146,2.2,35.58,20.67,18.73,0.1,9.47,52.9,0.1,3.85,0.03,141
70.75,145,1.4,27.1,15.58,17.72,0.1,9.15,51.48,0.1,4.23,0,142
79.5,131.75,1.37,30.8,17.55,18.53,0.1,8.95,45.1,0.15,4.15,0.03,144
93.5,182,2.4,57.05,32.28,18.13,0.1,7.98,28.4,0.15,4.63,0.05,147
104.25,217.5,2.22,62.43,35.05,20.2,0.1,7.43,21.07,0.2,5.27,0.1,152
99,190.25,2.93,72.65,41.02,20.1,0.05,4.58,14.2,0.28,5.85,0.1,157
100.25,190.25,2.5,57,32.35,21.25,0.03,4.2,13.23,0.28,6.4,0.13,161
105.25,174.5,5.15,78.12,45.72,20.82,0,3.3,7.35,0.3,6.62,0.15,166
108.5,164.5,5.3,72.12,42.65,22.2,0,2.72,11.78,0.3,6.85,0.18,169
105.75,172.75,3.72,66.38,38.35,23.35,0,3.52,11.28,0.28,6.85,0.15,173
104.25,167.75,1.7,43.6,24.6,22.55,0,2.6,14.2,0.3,7.38,0.2,177
107,164.75,2.28,39.48,22.85,22.15,0,4.73,19.1,0.33,7.12,0.15,179
97.25,141.5,3.35,40.05,24.03,22.13,0,5.75,23.05,0.3,6.58,0.13,181
98.75,142.25,2.1,26.57,15.83,21.85,0.03,7.15,40.17,0.3,6.32,0.15,182
83,131,1.85,24.75,14.65,21.5,0.1,8.8,53.9,0.2,5.1,0.1,183
70,114.5,1.72,21.72,12.95,23.35,0.08,11.52,73.02,0.2,4.05,0.1,183
67.75,116.5,12.38,24.95,23.27,28.98,0.05,121.12,82.33,0.2,2.92,0.1,181
61,109,54.18,93.48,93.9,27.4,0.08,10.95,88.67,0.13,2.65,0.03,180
61,109,0.9,20.6,11.68,30.85,0.1,10.15,86.75,0.1,2,0,178
54.75,104.75,1.78,22.9,13.6,25.95,0.08,10.85,82.83,0.1,2.75,0,177
51.25,101,1.75,27.1,15.83,25.62,0.1,9.58,87.22,0.1,2.95,0,175
52.75,96,1.05,28.27,15.88,22.25,0.08,9.88,85.25,0.1,3.73,0,174
56.25,114,1.7,31.77,18.25,17.45,0.03,11.92,80.35,0.1,3.92,0,172
59.5,138,2.28,51.05,29.03,15.2,0.08,12.73,56.35,0.1,3.95,0,172
56.75,148,2.17,33,19.32,16.43,0,10.75,49.48,0.15,4.25,0.08,171
53,124,1.35,24.15,14,16.7,0.08,9.28,47.52,0.1,3.65,0,168
56.25,110.75,3.8,55.45,32.62,16.15,0.08,7.85,24,0.1,4,0,165
64,133.25,10.38,80.65,51.35,17.2,0,7.55,15.2,0.1,4.77,0.1,161
76,167,7.88,73.7,45.63,21.62,0,8.62,14.7,0.2,5.48,0.13,157
83,190.75,1.45,58.15,32.15,21.55,0,7.78,18.63,0.2,5.9,0.1,155
80.5,161.75,6.72,80.55,48.3,19.95,0,9.75,10.77,0.2,6.05,0.1,152
83.75,156.25,13.7,96.58,62.48,19.65,0,11.97,4.4,0.2,6.07,0.13,149
84.75,166.25,2.62,60.25,34.2,21.05,0,10.15,17.65,0.2,6.07,0.13,146
72.25,127.5,4.57,69.7,40.8,21.22,0,7.75,4.9,0.2,6.07,0.13,141
72.75,120.75,5.7,70.15,41.97,20.38,0,9.4,4.4,0.2,6.15,0.1,137
72,132,3.85,63.25,36.75,23.9,0,5.67,8.8,0.2,6.45,0.18,132
102.75,166.25,47.5,125.78,105.52,22.25,0.1,7.65,4.9,0.38,7.05,0.4,132
97.75,155,9.95,53.15,36.35,21.6,0.1,6.42,22.05,0.33,6.8,0.35,132
71.5,124.75,2.3,26.1,15.75,19.38,0.08,8.23,53.9,0.25,6.52,0.23,131
57.25,112.5,1.42,26.4,15.23,20.93,0,11.55,64.7,0.18,6.1,0.1,129
57.75,111.75,3.98,51.17,30.45,26.05,0,,53.4,0.1,5.48,0.05,128
64.75,132,56.1,111.5,104.97,18.8,0.1,164.22,67.12,0.1,4.33,0,128
60.25,131,2.2,37.5,21.75,21.62,0.08,104.75,81.83,0.1,2.95,0,128
54.25,121,1.62,22.22,13.1,19.23,0.1,47.9,87.7,0.1,2.1,0,128
43,100,1.57,23.65,13.88,21.65,0.1,28,88.7,0.1,2.07,0,127
49,99.5,0.97,20.88,11.92,18.62,0.1,26.2,90.62,0.1,2.32,0,126
49,104.75,2.12,40.35,23.17,17,0.1,21.28,81.35,0.1,3,0,125
51,138.75,2.45,62.88,35.45,15.93,0.05,10.2,48.02,0.1,4.1,0,124
58.25,209.5,3.4,70.85,40.42,14.65,0,10.25,27.92,0.1,4.83,0.08,125
63.5,267,2.92,59.8,34.15,14.18,0,9.45,25.97,0.18,5.25,0.13,129
67.75,170.5,4.85,77.15,44.95,15.3,0,8.17,20.08,0.2,5.45,0.15,131
72,173,8.98,94.8,57.67,17.33,0.03,9.38,9.3,0.2,6.07,0.23,132
87,212,12.55,93.75,60.05,19.4,0,8.8,10.8,0.2,6.2,0.2,133
88.25,183,3.82,65.2,37.8,17.9,0.1,4.7,16.68,0.2,6.45,0.23,133
82.25,174,19.95,102.15,70.55,18.28,0.1,4.95,3.9,0.2,6.33,0.23,133
89.25,204,27.9,114.6,83.65,19.03,0.1,4,3.43,0.2,6.15,0.2,134
90,186,10.92,81.48,52.25,21.55,0.1,2.55,5.85,0.25,6.43,0.25,135
74,149.5,5.25,78.45,46.05,22.32,0,0.82,6.85,0.2,5.98,0.2,136
73.75,145.5,9.23,83.38,51.85,22.3,0,0.03,5.88,0.2,6.07,0.2,136
82.5,150.5,15.1,78.15,53.85,25.53,0.03,5.13,5.4,0.23,6.17,0.2,137
93,161,7.5,44.52,29.83,25.55,0.1,8.08,15.68,0.3,6.65,0.3,137
81,144,3.25,37.22,22.48,24.17,0.08,12.25,31.35,0.3,4.95,0.23,136
80.5,156.25,3.02,45.22,26.5,22.8,0,12.6,43.12,0.2,5.13,0.2,137
80.75,184.5,2.18,30.65,18.08,24.05,0,19.1,61.75,0.2,5.65,0.13,139
59,148.75,2.35,20.12,12.65,22.6,0.03,,69.6,0.1,4.05,0.03,140
51.5,168.75,55.35,91.75,93.9,25.85,0.08,23.35,78.9,0.1,2.8,0,141
29,80.75,1.62,20.38,12.18,27.93,0.1,13.33,81.83,0.1,3.25,0,140
29,89,1.55,20.1,11.95,16.4,0.1,13.23,86.7,0.1,2.5,0,139
29.5,82.5,1.45,29.12,16.7,12.85,0.1,12.77,78.9,0.08,1.95,0,138
25.75,74.75,1.97,27.08,16.02,12.45,0.1,8,68.1,0,2.25,0,138
21,82.25,2.97,44.7,26.2,12.8,0.1,5.98,54.88,0.05,2.2,0.03,137
33.25,134.25,6.15,77,46,16.55,0,10.83,34.3,0.1,3.2,0.1,137
50.5,206.75,9.5,66.12,42.9,14.78,0,10.37,28.42,0.1,3.95,0.1,137
46,174.25,2.58,46.73,26.92,13.5,0,7.35,26.95,0.1,4.27,0.1,134
49.5,168,7.25,73.85,45.17,12.35,0,8.3,14.2,0.1,4.5,0.1,134
63.75,202,28.6,120.58,87.4,15.15,0,9.78,4.9,0.15,4.48,0.1,135
71,219,6.9,79.62,47.97,15.43,0.08,8.4,11.28,0.2,5.25,0.3,135
58.5,178.5,4.65,68.6,40.3,17.17,0.1,7.4,9.78,0.2,5.02,0.28,135
55.5,172.75,4.87,76.87,44.83,18.92,0.05,5.8,6.85,0.2,4.7,0.23,135
51.25,159,1.13,49.95,27.48,18.95,0,6.02,15.23,0.18,4.18,0.13,134
50.25,131.25,1.23,37.53,20.97,22.25,0,8.73,15.2,0.15,5.5,0.15,132
48.5,132,0.95,29.2,16.33,21.45,0,15.03,21.58,0.15,5.17,0.15,132
59.5,118.75,2.88,34.5,20.7,21.22,0,13.9,18.13,0.2,4.4,0.1,131
66.75,139,4.43,42.6,26.3,24.43,0,11.8,15.2,0.2,4.17,0.13,131
84,156.25,6.33,51.97,32.78,24.83,0.08,12.43,16.17,0.38,4.4,0.2,131
84.75,155,5.4,45.6,28.65,25.75,0.1,15.25,27.92,0.4,4.7,0.23,131
85,157.5,4.82,51.3,31.18,23.97,0.1,15.63,40.68,0.4,5.22,0.28,131
76,153.75,4.08,47.33,28.47,25.55,0.1,20.67,60.27,0.4,5.1,0.2,130
59.75,135,10.7,48.57,34.48,23.38,0.05,,76.93,0.3,4.62,0.1,130
38.25,101.25,54.4,93.7,94.17,15.58,0.03,14.08,83.33,0.15,4.65,0.03,128
34.5,99.75,1.6,21.33,12.65,17.42,0.03,9.92,73.52,0.1,4.07,0.03,128
22,78,2.65,22.18,13.93,19.82,0.05,10.53,82.33,0.1,2.88,0,128
25,86,1.43,17.2,10.3,15.92,0.1,10.27,83.3,0.08,2.12,0,128
25.5,85.5,1.67,15.15,9.43,17.75,0.13,9.77,83.78,0.05,1.47,0,128
27.5,94.25,1.22,22.8,13.13,18.52,0.14,9.1,71.53,0,1.75,0,129
30.5,105,2.17,33.65,19.65,17.63,0.23,9.55,52.43,0.05,2.47,0,128
35,125,1.8,28.57,16.67,16.95,0.18,9.68,42.12,0.1,2.55,0,126
36,118.5,2.73,36.25,21.5,16.5,0.1,6.88,34.78,0.1,2.62,0,124
41,109,4.53,48.25,29.35,17.25,0.08,6.2,21.58,0.1,2.98,0.03,123
49.25,118.75,23.05,89.87,66.53,20.73,0,6.92,9.83,0.1,3.52,0.1,120
54.25,133.25,2.4,58.95,33.3,19.92,0,5.83,14.7,0.1,4.15,0.1,118
48.75,112.75,6.95,69.97,42.85,22.88,0,5.75,8.33,0.13,4.55,0.1,116
48.75,103.5,8.65,64.22,41.2,30.6,0.3,6.4,10.78,0.1,4.98,0.13,114
47,95.5,1.2,23.07,13.28,27.47,0.03,5.05,24,0.1,5.1,0.05,112
38,76,11.03,68.1,45.18,32.4,0.05,5.65,2.95,0.1,5.5,0.15,111
47.25,111.5,18.35,61.48,47.62,33.65,0,5.85,2,0.15,5.48,0.1,110
49,145.25,11.12,60.15,41.02,35.05,0,5.8,3.43,0.13,5.52,0.1,111
56,181.75,2.93,42.7,25.12,31.55,0,3.82,5.88,0.1,5.38,0.1,112
66,215.75,2.08,31.27,18.33,29.7,0,2.68,15.2,0.13,5.33,0.1,114
59,189,1.45,17.55,10.53,27.68,0,2.82,27.92,0.1,5.07,0.03,115
52.5,112.25,1.3,14.33,8.7,27.13,0.03,2.55,33.82,0.1,4.83,0,114
41.25,82,1.53,13.2,8.27,28.5,0,6.23,39.68,0.1,4.05,0,112
36.25,65.75,1.08,15.87,9.35,36.52,0.1,,50,0.1,3.15,0,110
29,82.75,0.8,18.2,10.35,29.75,0.1,6.55,64.2,0.1,1.97,0,109
30.75,89,0.68,17.15,9.68,22.85,0.1,6.33,70.07,0.1,1.4,0,109
27.5,82.75,0.5,15.97,8.9,20.2,0.1,5.85,75.45,0.03,1.37,0,109
29,82,0.25,12.75,6.97,17.77,0.1,6.3,77.9,0,1.45,0,109
29,83,0.28,13.25,7.25,12.9,0.1,9.28,72,0,1.35,0,109
31,91.5,0.15,17.17,9.25,11.27,0.1,12.67,62.22,0,1.32,0,109
29,97.5,0.38,22.67,12.35,11.88,0.1,10.75,41.65,0,1.52,0,108
34.25,121.75,0.25,29.72,16,11.15,0.1,6.43,28.42,0.03,1.97,0,108
42.5,136.25,1.3,37.75,21.12,12.83,0,4.48,12.78,0.1,2.52,0.13,109
55.25,173.5,4.97,48.28,29.72,13.15,0.08,3.9,10.8,0.13,3.15,0.13,111
79.75,204.25,7.47,51.07,33.23,12.7,0.25,3.88,7.33,0.2,3.83,0.3,113
76.25,213.75,9.9,49.92,34.62,13.33,0.13,3.02,4.4,0.2,3.8,0.23,115
66.75,198.5,11.1,48.45,34.8,10.7,0.08,6.8,14.7,0.2,3.82,0.13,118
62.25,125.25,7.5,44.1,29.58,10.45,0,7.5,13.73,0.2,3.95,0.1,118
57.75,114.25,6.15,40.55,26.6,11.25,0,7.38,11.75,0.2,4,0.1,119
53.5,113,9.88,45.43,32.2,13.2,0,7.7,3.43,0.2,4.17,0.1,120
62,133.5,20.4,60.02,48.45,17.15,0,7.9,3.9,0.2,4.35,0.15,120
66,131,31.2,75.15,65.33,12.45,0,7.08,4.4,0.2,4.33,0.13,120
73.25,135.25,39.08,84,76.45,9.45,0.03,5.03,5.38,0.23,4.68,0.18,119
86.25,153,30.48,69.75,61.88,8.35,0.1,4,11.75,0.3,4.88,0.28,117
81.75,138.5,15.65,49.85,39.22,10.17,0.03,7.12,26.47,0.28,4.38,0.2,116
61.25,123.25,4.43,36.82,23.2,10.27,0,6.38,42.15,0.2,4,0.15,116
46,98,0.43,25.5,13.92,10.6,0,7.17,52.4,0.15,3.8,0.05,116
40,89.25,0.07,16.97,9.03,12.45,0.05,6.85,61.75,0.1,3.25,0,117
32,81.5,0.17,13.62,7.33,11.45,0.1,9.95,64.65,0.1,2.55,0,117
35.5,84.5,0.15,14.35,7.75,11.38,0.1,10.3,71.07,0,2.1,0,117
36.75,89,0.3,13.23,7.28,11.08,0.1,10.38,72.5,0,2.12,0,117
34.75,87,0.08,11.58,6.2,10.62,0.1,10.08,69.1,0,1.55,0,117
30.75,79.5,0.28,11.95,6.58,10.67,0.1,10.15,63.7,0,1.3,0,117
28.5,74.25,0.3,12.45,6.83,10.25,0.1,8.88,56.35,0,1.25,0,117
24.5,79.75,0.38,18.7,10.25,10.45,0.1,10,38.7,0,1.53,0,116
34.25,107.25,0.5,24.22,13.3,10.67,0.1,9.53,26.45,0.1,2.05,0,116
53,118.5,0.58,27.18,14.92,11.02,0.1,9.68,18.6,0.1,2.42,0,115
35.5,109.5,0.58,26.25,14.43,10.55,0.1,10.45,21.1,0.1,3,0,113
38.5,98.25,0.33,23.72,12.9,10.67,0.1,12.57,23.53,0.1,3.27,0,110
43,105,1.05,26.48,14.97,12.53,0.1,12.6,8.83,0.1,3.12,0,107
49.5,109.25,4.33,34.9,22.1,12.17,0.28,10.63,10.28,0.1,3.4,0,105
46.5,109.5,6.53,37.2,25.1,12.55,0.15,9.25,7.85,0.1,3.95,0.1,104
50.25,121,11.88,44.4,33.22,13.75,0.19,10.07,2.95,0.1,4.07,0.1,105
49,103.75,17.25,50.38,40.8,12.05,0.02,9.1,4.4,0.1,4.05,0.1,104
